Debtor,Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Curricular units 2nd sem (approved),Target
0,26,0,5,4,0,Dropout
0,27,0,5,5,0,Dropout
0,36,5,5,5,5,Graduate
0,29,6,7,9,6,Dropout
0,35,7,8,10,5,Dropout
0,18,4,6,6,5,Graduate
0,24,5,5,5,5,Graduate
0,18,6,6,6,6,Dropout
0,18,4,5,5,3,Enrolled
0,21,0,5,5,3,Enrolled
0,21,5,5,5,5,Graduate
0,32,13,12,18,12,Graduate
0,22,3,6,5,3,Dropout
0,32,11,12,17,10,Dropout
0,35,1,5,5,0,Dropout
0,23,0,5,5,0,Dropout
0,39,5,6,6,3,Enrolled
0,35,0,5,5,1,Dropout
0,32,6,12,6,12,Graduate
0,20,0,6,6,0,Dropout
0,34,6,7,7,4,Enrolled
0,44,7,5,7,5,Dropout
0,53,2,9,11,3,Graduate
1,28,0,5,5,0,Dropout
0,31,9,5,9,5,Dropout
1,18,0,0,0,0,Enrolled
1,44,4,6,7,0,Dropout
0,19,5,5,5,4,Graduate
0,21,12,11,12,11,Enrolled
0,18,0,5,5,0,Dropout
0,20,6,6,6,6,Graduate
0,55,6,6,6,6,Graduate
0,27,3,5,5,1,Enrolled
0,19,0,5,5,0,Dropout
0,18,5,5,5,5,Graduate
0,43,4,6,6,0,Dropout
0,18,0,6,6,0,Dropout
0,18,0,0,0,0,Dropout
1,20,0,6,6,0,Dropout
1,29,4,5,5,4,Dropout
1,44,5,6,6,0,Dropout
0,18,4,5,5,1,Enrolled
0,20,5,6,6,6,Enrolled
0,20,4,9,6,3,Dropout
0,36,0,5,4,0,Dropout
0,19,5,6,6,2,Enrolled
0,29,0,5,5,0,Dropout
0,18,4,6,6,3,Dropout
0,24,0,6,6,0,Dropout
0,20,6,6,6,6,Graduate
1,45,0,5,6,0,Dropout
0,28,20,23,23,20,Graduate
0,23,6,6,6,5,Enrolled
0,18,7,8,7,7,Graduate
0,23,3,5,5,3,Dropout
0,22,0,0,0,0,Enrolled
0,22,6,6,6,5,Graduate
0,33,5,5,5,5,Graduate
0,21,10,12,12,11,Graduate
0,45,5,5,5,5,Graduate
0,44,4,7,10,1,Dropout
0,42,0,6,6,0,Dropout
0,20,0,5,5,0,Dropout
0,20,3,5,5,2,Enrolled
0,20,6,6,6,6,Graduate
0,20,3,6,6,4,Enrolled
0,19,5,5,5,2,Enrolled
1,26,4,10,8,7,Dropout
0,31,6,6,6,5,Graduate
1,19,6,6,6,6,Graduate
0,28,6,6,6,6,Graduate
0,20,0,0,0,0,Graduate
0,43,6,6,6,6,Graduate
0,25,0,0,0,0,Dropout
1,40,2,6,6,1,Dropout
0,20,6,6,6,5,Graduate
0,46,3,6,6,6,Graduate
0,26,20,14,21,14,Graduate
0,34,6,8,7,7,Graduate
0,19,0,6,6,0,Dropout
0,18,7,8,8,7,Graduate
0,18,7,8,7,8,Graduate
0,37,6,6,7,5,Graduate
0,23,0,0,0,0,Graduate
0,26,14,13,14,13,Graduate
0,18,5,6,6,0,Dropout
0,18,4,7,7,5,Enrolled
0,19,7,8,7,8,Graduate
0,18,6,6,6,6,Graduate
0,19,6,6,6,5,Dropout
0,20,4,5,5,1,Enrolled
0,22,6,6,6,4,Graduate
0,18,7,8,8,7,Graduate
0,18,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,19,7,8,7,7,Graduate
0,20,0,6,6,0,Dropout
0,19,6,6,6,0,Dropout
0,18,6,6,6,3,Graduate
0,18,6,6,6,6,Dropout
0,18,7,8,7,8,Graduate
0,18,6,6,6,6,Graduate
0,18,5,5,5,4,Graduate
1,18,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,19,3,6,6,6,Graduate
0,18,6,6,6,6,Enrolled
0,19,6,6,6,6,Graduate
0,19,5,6,6,4,Enrolled
0,19,5,5,5,5,Enrolled
0,19,6,6,6,6,Graduate
1,20,6,6,6,5,Graduate
0,18,4,5,5,5,Graduate
0,33,2,5,5,0,Dropout
0,19,6,6,7,0,Dropout
0,18,7,8,7,8,Graduate
0,19,0,6,6,0,Dropout
0,19,3,6,6,4,Enrolled
0,18,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,19,8,8,8,8,Graduate
0,18,6,6,6,6,Graduate
1,19,2,6,6,0,Dropout
0,25,15,13,16,11,Graduate
0,20,6,6,6,6,Enrolled
0,19,6,6,6,6,Graduate
1,33,2,5,5,0,Dropout
1,18,3,5,5,3,Enrolled
0,18,4,5,5,2,Enrolled
0,19,4,5,5,5,Graduate
0,18,0,0,0,0,Enrolled
0,19,5,5,5,2,Enrolled
0,18,6,6,6,6,Dropout
0,18,6,6,6,5,Graduate
0,18,8,8,8,8,Graduate
0,37,2,7,7,0,Dropout
0,20,1,5,6,0,Enrolled
0,20,6,6,6,6,Graduate
0,21,6,6,6,6,Graduate
0,18,7,8,7,8,Graduate
0,26,3,6,6,5,Enrolled
1,41,5,5,5,5,Enrolled
0,18,6,6,6,6,Graduate
1,18,8,8,8,8,Graduate
0,31,7,8,7,8,Graduate
1,23,6,6,6,6,Graduate
0,19,6,7,7,6,Graduate
0,20,6,6,6,6,Graduate
0,40,9,7,9,7,Graduate
1,32,4,6,6,3,Dropout
0,24,2,6,6,1,Dropout
0,18,6,7,7,6,Graduate
0,18,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,27,0,6,6,0,Dropout
0,18,5,5,5,5,Graduate
0,26,4,5,5,4,Enrolled
0,19,6,6,6,6,Graduate
0,19,5,6,6,6,Graduate
0,21,3,5,5,3,Enrolled
0,24,2,5,5,1,Enrolled
0,20,3,6,6,2,Dropout
0,18,5,6,6,5,Enrolled
0,30,0,6,6,0,Dropout
1,22,6,7,7,6,Enrolled
0,21,9,10,9,10,Graduate
0,26,6,8,7,8,Dropout
0,23,2,5,5,1,Enrolled
0,18,6,6,6,6,Graduate
1,21,5,6,6,5,Dropout
0,18,0,0,0,0,Dropout
0,21,2,5,5,4,Enrolled
0,18,5,6,6,5,Enrolled
0,19,6,6,6,5,Dropout
0,22,4,6,6,3,Enrolled
0,19,6,6,6,6,Graduate
0,19,0,5,5,0,Dropout
0,19,2,6,6,1,Dropout
0,27,3,5,5,5,Graduate
0,22,5,5,5,5,Graduate
0,18,5,6,6,6,Dropout
0,20,6,6,6,4,Graduate
0,34,3,7,8,2,Dropout
0,18,6,8,7,8,Graduate
0,20,4,6,6,4,Graduate
0,20,5,5,5,5,Graduate
0,25,0,5,5,0,Dropout
0,18,5,5,5,3,Dropout
0,18,5,6,6,4,Dropout
0,18,5,6,6,0,Dropout
0,19,5,6,6,5,Graduate
0,19,6,6,6,5,Dropout
0,21,6,6,6,6,Graduate
0,29,9,11,10,10,Enrolled
0,20,6,6,6,6,Graduate
1,21,11,11,13,10,Graduate
0,34,2,1,2,1,Dropout
0,20,6,6,6,6,Graduate
0,24,0,5,5,1,Dropout
0,18,7,8,7,8,Graduate
0,19,7,7,7,7,Enrolled
0,18,4,5,5,4,Enrolled
0,28,4,5,5,5,Enrolled
0,28,2,5,5,1,Dropout
0,20,4,6,6,0,Dropout
0,22,8,8,8,8,Graduate
0,19,7,8,8,7,Graduate
0,20,6,6,6,4,Enrolled
0,26,2,5,7,0,Dropout
0,21,3,6,6,0,Dropout
0,18,0,0,0,0,Graduate
0,18,5,5,5,5,Graduate
0,22,17,17,17,17,Graduate
0,36,0,5,5,0,Dropout
0,20,6,6,6,6,Graduate
0,20,3,6,6,0,Dropout
0,25,4,5,5,3,Dropout
0,35,5,6,6,5,Graduate
0,22,0,0,0,0,Dropout
0,26,7,8,7,7,Enrolled
1,20,4,6,6,2,Dropout
0,50,6,11,13,2,Dropout
0,20,5,8,8,5,Dropout
0,20,5,8,7,8,Enrolled
0,35,5,6,6,1,Dropout
0,19,6,6,6,6,Graduate
0,43,0,5,5,0,Dropout
0,19,7,8,8,7,Graduate
0,25,6,8,8,6,Graduate
0,19,0,0,0,0,Graduate
0,20,6,6,6,6,Enrolled
0,22,0,0,0,0,Dropout
0,19,6,6,6,5,Dropout
0,32,4,5,5,4,Dropout
0,57,5,6,6,6,Graduate
0,20,4,7,7,4,Dropout
0,38,0,5,5,0,Dropout
0,45,5,5,5,5,Graduate
1,43,2,6,6,4,Dropout
0,19,6,6,6,6,Graduate
0,49,2,5,5,1,Dropout
0,43,7,8,8,7,Enrolled
0,34,4,5,6,0,Dropout
1,18,4,5,5,5,Enrolled
0,43,5,5,5,5,Graduate
0,21,3,6,6,1,Dropout
0,40,3,5,5,4,Enrolled
0,19,4,6,6,6,Graduate
0,27,6,6,6,4,Enrolled
0,43,0,8,7,2,Dropout
0,31,5,5,5,5,Graduate
1,26,0,6,6,0,Enrolled
0,34,5,5,5,5,Graduate
0,30,12,14,14,12,Graduate
0,36,6,8,7,0,Dropout
1,46,0,5,5,1,Dropout
0,22,3,5,5,3,Graduate
0,27,0,6,6,0,Dropout
0,20,5,5,5,3,Enrolled
0,20,5,5,5,3,Enrolled
1,31,0,5,4,0,Dropout
1,20,0,5,5,0,Enrolled
0,21,2,6,6,0,Dropout
0,21,4,5,5,2,Dropout
0,19,5,5,5,4,Graduate
0,20,5,5,5,4,Graduate
0,18,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
1,30,4,7,7,6,Enrolled
1,34,0,6,6,0,Dropout
1,21,4,6,6,4,Enrolled
0,20,5,9,7,8,Dropout
0,18,7,8,8,7,Graduate
1,21,0,0,0,0,Dropout
0,26,1,6,6,0,Dropout
1,20,0,5,5,0,Dropout
0,25,3,6,6,4,Dropout
0,19,0,5,5,0,Enrolled
0,24,3,5,5,1,Dropout
0,20,4,5,5,5,Graduate
0,20,0,5,5,0,Dropout
0,18,6,6,6,6,Graduate
0,25,7,8,7,7,Enrolled
0,22,5,6,6,6,Graduate
0,41,0,6,6,0,Dropout
1,19,2,5,5,0,Dropout
0,21,6,6,6,5,Graduate
1,30,6,6,6,6,Dropout
0,21,5,8,7,7,Graduate
0,26,0,8,7,0,Enrolled
0,21,7,6,7,6,Graduate
0,18,7,8,8,7,Graduate
0,19,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,19,3,5,5,4,Enrolled
0,21,4,6,6,3,Enrolled
0,18,2,5,5,2,Dropout
0,24,6,8,8,6,Graduate
0,21,1,5,5,2,Enrolled
0,23,5,6,6,6,Graduate
0,18,7,8,8,7,Graduate
0,26,6,6,6,5,Enrolled
0,20,4,5,5,5,Graduate
0,18,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,20,7,8,8,7,Enrolled
0,18,2,6,6,3,Enrolled
0,22,5,6,6,5,Graduate
1,20,6,7,7,6,Graduate
0,19,7,8,7,8,Graduate
1,18,6,6,6,4,Dropout
0,18,5,5,5,5,Graduate
0,19,4,5,5,5,Graduate
0,19,6,6,6,6,Graduate
0,24,6,6,6,6,Graduate
0,21,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
1,28,6,6,6,5,Dropout
0,21,6,6,6,6,Graduate
1,20,7,8,7,6,Enrolled
0,36,0,6,6,0,Dropout
0,42,0,5,4,0,Dropout
0,47,4,5,5,5,Dropout
0,25,0,5,5,0,Dropout
0,25,6,6,6,6,Graduate
0,48,0,5,6,0,Dropout
0,32,10,10,10,10,Graduate
0,38,10,10,10,5,Dropout
0,37,15,11,16,9,Graduate
0,26,1,5,5,1,Dropout
0,23,0,6,6,0,Dropout
0,23,0,6,6,0,Enrolled
0,20,4,6,6,4,Enrolled
0,26,6,8,7,7,Dropout
0,45,8,7,9,6,Enrolled
0,26,3,6,6,3,Enrolled
0,26,10,7,11,7,Graduate
0,25,3,5,5,3,Enrolled
0,18,8,8,8,8,Graduate
0,27,7,8,8,7,Graduate
0,24,0,5,5,0,Dropout
0,20,5,5,5,5,Graduate
0,18,0,7,7,1,Dropout
0,18,7,8,7,8,Graduate
0,18,8,8,8,8,Graduate
0,19,5,8,8,5,Enrolled
0,19,8,8,8,8,Graduate
0,19,5,7,7,7,Enrolled
0,18,7,8,8,7,Graduate
0,18,0,0,0,0,Enrolled
0,19,4,6,5,5,Enrolled
0,23,17,12,17,12,Graduate
0,21,5,6,6,5,Graduate
0,18,7,8,7,8,Graduate
1,20,3,6,6,1,Dropout
0,23,3,6,6,2,Enrolled
0,20,5,6,6,6,Enrolled
0,18,6,6,6,6,Graduate
0,29,11,7,11,7,Graduate
0,28,3,6,6,1,Dropout
0,19,3,5,5,4,Enrolled
1,24,0,6,6,0,Dropout
1,33,0,0,0,0,Dropout
0,19,2,5,5,1,Dropout
0,19,6,6,6,6,Graduate
0,37,8,7,9,7,Graduate
1,18,0,0,0,0,Graduate
0,29,0,5,5,0,Enrolled
0,37,7,8,7,8,Graduate
0,36,0,8,7,0,Dropout
0,19,6,6,6,5,Graduate
0,33,14,14,14,14,Graduate
0,34,5,7,7,3,Dropout
0,18,6,6,6,6,Graduate
0,20,0,6,6,0,Dropout
0,19,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,19,6,8,7,6,Graduate
0,22,5,6,6,6,Graduate
0,18,6,6,6,6,Enrolled
0,18,6,6,6,6,Graduate
0,19,4,7,7,6,Enrolled
0,19,6,6,6,6,Graduate
1,31,5,7,7,5,Dropout
0,18,7,8,7,8,Graduate
1,19,3,6,6,4,Graduate
0,18,0,0,0,0,Graduate
0,19,5,6,6,6,Graduate
0,19,6,7,7,6,Graduate
0,19,4,5,5,4,Enrolled
0,30,9,7,10,7,Graduate
0,18,0,6,6,3,Enrolled
0,18,7,8,8,7,Graduate
0,21,0,5,5,0,Dropout
0,19,6,6,6,6,Graduate
0,19,6,6,6,5,Enrolled
0,19,5,7,7,5,Enrolled
0,19,6,6,6,4,Dropout
0,19,6,6,6,5,Graduate
0,39,4,5,5,2,Graduate
0,18,6,6,6,6,Enrolled
0,20,0,0,0,0,Dropout
0,19,5,5,5,4,Graduate
0,18,5,5,5,4,Enrolled
1,34,6,6,6,6,Enrolled
0,22,3,5,5,2,Enrolled
0,24,6,6,6,5,Graduate
0,34,12,13,15,11,Graduate
0,46,0,5,5,0,Dropout
0,50,3,5,5,5,Enrolled
0,37,0,5,5,0,Dropout
0,18,6,6,6,6,Graduate
0,25,3,6,6,2,Enrolled
0,46,19,13,19,13,Graduate
0,30,6,6,6,5,Graduate
1,37,0,5,5,0,Dropout
0,50,2,5,5,3,Enrolled
0,20,6,6,6,6,Graduate
0,39,1,2,3,0,Dropout
0,53,0,4,5,0,Dropout
0,54,13,13,15,10,Dropout
0,19,4,6,6,5,Graduate
0,20,0,6,6,0,Dropout
1,18,6,6,6,6,Graduate
1,21,11,11,13,11,Graduate
0,18,6,6,6,6,Graduate
1,19,0,8,7,0,Dropout
0,18,5,7,7,7,Dropout
0,19,6,6,6,6,Graduate
0,18,0,0,0,0,Dropout
0,19,5,6,6,5,Graduate
0,48,5,6,6,4,Enrolled
1,34,4,6,6,4,Graduate
0,18,5,5,5,5,Graduate
0,50,6,6,6,6,Graduate
1,41,21,19,21,19,Graduate
0,22,5,6,6,5,Dropout
0,43,5,5,5,5,Graduate
0,50,0,6,1,0,Dropout
0,60,6,6,6,4,Graduate
0,41,4,5,5,5,Enrolled
0,47,5,5,5,5,Graduate
0,22,17,17,17,17,Graduate
0,41,0,8,7,0,Dropout
0,28,6,10,10,9,Enrolled
0,32,13,15,15,13,Graduate
0,50,0,5,5,0,Dropout
0,53,15,13,15,12,Enrolled
1,54,0,5,7,0,Dropout
0,49,5,6,6,4,Enrolled
0,34,11,13,12,8,Dropout
0,45,4,6,6,3,Dropout
0,47,5,6,6,4,Graduate
0,22,8,7,10,5,Enrolled
0,33,1,5,5,2,Dropout
0,43,6,6,6,6,Graduate
0,54,13,12,13,12,Graduate
0,39,11,8,11,8,Graduate
0,39,5,5,5,5,Graduate
0,18,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,18,6,6,6,5,Graduate
0,44,8,6,8,6,Graduate
0,27,0,5,5,0,Dropout
0,18,6,6,6,6,Graduate
0,45,9,7,12,6,Dropout
0,20,6,6,6,5,Graduate
0,40,6,6,6,6,Graduate
0,40,4,5,5,5,Enrolled
0,18,7,8,7,8,Graduate
0,21,7,8,8,7,Graduate
0,20,0,0,0,0,Graduate
0,36,11,12,12,12,Enrolled
0,27,0,6,5,0,Dropout
0,32,7,8,7,8,Graduate
0,18,6,6,6,6,Graduate
0,37,4,6,6,3,Dropout
0,19,6,6,6,6,Graduate
0,41,6,6,6,6,Graduate
0,18,6,7,7,6,Graduate
0,21,8,7,9,7,Graduate
1,23,5,6,6,4,Dropout
0,18,0,6,6,0,Dropout
0,18,8,8,8,8,Graduate
0,21,0,6,6,0,Dropout
0,19,6,6,6,6,Graduate
0,47,0,5,5,0,Dropout
0,48,6,6,6,5,Enrolled
0,39,12,10,13,10,Graduate
0,19,6,8,7,7,Graduate
0,38,14,14,15,12,Dropout
1,27,0,6,6,0,Dropout
0,18,0,0,0,0,Graduate
0,34,4,6,6,0,Enrolled
0,48,6,6,6,5,Dropout
0,25,1,5,5,0,Dropout
0,32,7,8,8,7,Graduate
0,18,6,6,6,6,Graduate
1,20,6,6,6,6,Graduate
0,20,4,5,5,5,Graduate
0,20,0,0,0,0,Dropout
0,19,1,8,8,1,Enrolled
0,39,0,5,5,2,Dropout
1,29,1,5,5,0,Dropout
1,36,0,5,5,0,Dropout
0,18,7,8,8,7,Graduate
0,51,0,6,6,0,Dropout
1,23,1,6,6,4,Dropout
0,21,0,6,6,0,Dropout
0,28,4,5,6,0,Dropout
0,34,4,5,5,4,Enrolled
0,41,0,6,2,0,Dropout
0,43,5,6,6,6,Graduate
0,28,7,8,7,8,Enrolled
0,19,12,11,12,11,Graduate
0,26,6,12,12,11,Graduate
0,18,7,8,7,8,Graduate
0,45,4,7,7,3,Dropout
0,19,0,6,6,0,Dropout
0,20,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,27,3,6,6,1,Dropout
0,20,6,6,6,5,Graduate
0,18,6,6,6,6,Graduate
0,35,5,5,5,3,Enrolled
0,26,0,0,0,0,Dropout
0,39,6,6,6,5,Graduate
0,18,0,0,0,0,Graduate
0,36,0,7,7,0,Dropout
0,38,11,8,11,8,Graduate
0,45,3,6,6,2,Dropout
0,62,6,6,6,6,Graduate
0,20,4,6,6,6,Graduate
0,18,7,8,8,7,Graduate
0,18,2,6,6,1,Dropout
0,23,5,5,5,4,Graduate
1,19,6,6,6,6,Dropout
1,19,5,5,5,5,Graduate
0,18,7,8,7,8,Graduate
0,18,0,8,8,0,Enrolled
0,41,4,6,6,6,Graduate
0,51,5,6,6,5,Graduate
0,24,10,7,10,4,Graduate
0,25,1,5,5,2,Dropout
0,18,3,5,5,4,Enrolled
0,20,4,5,5,3,Graduate
0,19,0,0,0,0,Dropout
0,41,10,10,10,10,Graduate
0,19,6,6,6,6,Graduate
0,28,14,17,18,16,Dropout
0,21,6,6,6,5,Graduate
0,22,4,5,5,4,Dropout
0,18,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,19,7,8,7,8,Graduate
1,25,6,6,6,6,Graduate
0,18,6,7,7,6,Graduate
0,19,6,6,6,6,Graduate
0,20,4,6,6,4,Enrolled
0,46,6,6,6,6,Graduate
0,19,12,11,12,11,Graduate
0,18,4,6,6,5,Enrolled
0,18,6,6,6,4,Graduate
0,19,7,8,8,7,Graduate
0,20,0,6,6,0,Dropout
0,38,5,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,18,7,8,7,8,Graduate
0,18,5,6,6,5,Graduate
0,20,4,5,5,4,Enrolled
0,19,6,6,6,6,Graduate
0,37,0,5,4,0,Dropout
0,24,7,8,8,7,Enrolled
0,19,7,8,7,7,Graduate
0,19,6,6,6,5,Dropout
0,19,7,8,7,8,Dropout
1,18,5,5,5,5,Graduate
0,18,7,8,7,8,Graduate
0,18,4,5,5,4,Graduate
0,19,2,5,5,4,Enrolled
0,18,5,6,6,4,Dropout
0,20,7,8,7,8,Graduate
0,20,6,6,6,6,Graduate
0,18,5,6,6,3,Dropout
0,20,6,8,7,7,Graduate
0,18,6,6,6,6,Graduate
0,19,0,8,7,0,Dropout
0,18,7,8,7,8,Graduate
0,20,11,9,11,9,Graduate
0,18,7,8,7,8,Graduate
0,19,5,5,5,5,Graduate
0,19,5,6,6,5,Graduate
0,19,3,5,5,5,Graduate
0,18,6,8,7,8,Graduate
0,19,4,6,6,4,Dropout
0,24,0,0,0,0,Graduate
0,18,0,0,0,0,Graduate
0,18,7,8,8,7,Graduate
0,18,6,6,6,6,Enrolled
0,19,4,6,6,3,Dropout
0,35,8,7,8,7,Graduate
0,19,4,5,5,4,Graduate
0,28,14,14,15,11,Dropout
0,21,7,8,7,8,Graduate
0,19,6,8,7,8,Graduate
0,19,6,6,6,6,Graduate
0,18,5,5,5,5,Graduate
0,18,6,6,6,6,Graduate
0,19,0,8,7,0,Dropout
0,20,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
1,19,4,7,7,6,Dropout
0,20,6,6,6,6,Dropout
0,18,6,8,7,7,Enrolled
0,18,6,6,6,5,Graduate
0,21,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,19,5,6,6,4,Graduate
0,19,3,5,5,4,Enrolled
0,18,6,6,6,5,Dropout
0,18,5,5,5,5,Graduate
0,18,4,5,5,5,Graduate
0,31,5,8,7,3,Dropout
0,19,2,5,5,3,Enrolled
0,20,6,6,6,6,Graduate
0,19,5,5,5,3,Dropout
0,19,6,6,6,6,Graduate
0,27,3,5,5,2,Dropout
0,18,6,6,6,6,Graduate
0,32,0,6,6,0,Dropout
0,18,7,8,8,7,Graduate
0,19,7,8,8,7,Graduate
0,19,6,6,6,6,Enrolled
0,18,2,6,6,0,Dropout
0,18,4,6,6,4,Dropout
1,24,6,6,6,6,Graduate
0,19,5,6,6,6,Graduate
1,21,0,6,6,0,Dropout
0,19,6,9,7,8,Graduate
0,19,5,7,7,5,Enrolled
0,36,6,7,7,5,Graduate
0,51,0,6,6,0,Dropout
0,20,6,6,6,4,Enrolled
1,29,0,5,6,0,Dropout
1,27,5,6,6,5,Dropout
0,33,4,5,5,3,Enrolled
0,57,12,14,15,9,Dropout
0,20,5,6,6,5,Enrolled
0,26,3,5,5,3,Dropout
1,27,0,5,5,0,Enrolled
0,19,5,5,5,4,Graduate
0,23,5,6,6,2,Dropout
0,27,5,5,5,5,Graduate
1,20,7,8,7,8,Graduate
0,19,11,11,12,11,Graduate
1,19,0,6,6,0,Dropout
0,20,5,6,6,6,Graduate
0,33,6,5,8,4,Enrolled
0,22,15,14,15,14,Graduate
0,18,3,5,5,4,Graduate
0,27,7,8,8,7,Graduate
0,27,0,5,5,0,Dropout
0,19,4,6,6,6,Graduate
0,20,5,6,6,5,Enrolled
0,23,6,6,6,6,Graduate
0,22,20,23,23,20,Graduate
0,18,1,6,6,0,Dropout
0,18,6,6,6,6,Graduate
0,31,6,6,6,6,Graduate
0,19,4,6,6,0,Dropout
0,19,5,6,6,6,Enrolled
0,24,1,6,6,0,Dropout
0,19,7,8,7,8,Graduate
0,19,5,5,5,5,Graduate
0,26,3,6,6,4,Dropout
1,27,0,0,0,0,Dropout
0,19,6,6,6,6,Graduate
0,29,5,5,5,5,Dropout
0,18,8,8,8,8,Graduate
0,19,7,8,7,8,Graduate
0,18,6,6,6,6,Enrolled
0,18,5,5,5,5,Graduate
0,19,0,0,0,0,Dropout
0,19,7,8,7,8,Graduate
0,19,6,6,6,6,Dropout
0,19,5,6,6,5,Enrolled
0,19,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
1,18,0,8,7,0,Dropout
0,20,6,6,6,6,Graduate
0,20,5,6,6,4,Graduate
0,21,3,5,5,3,Enrolled
0,31,5,10,10,6,Dropout
0,20,7,8,7,8,Graduate
0,19,3,5,5,4,Enrolled
0,18,6,7,7,6,Graduate
0,19,7,8,7,8,Graduate
0,30,15,13,16,13,Graduate
0,21,6,6,6,3,Enrolled
0,19,5,5,5,5,Graduate
1,22,5,5,5,5,Graduate
0,18,6,6,6,6,Graduate
0,18,6,6,6,5,Graduate
0,19,7,8,8,7,Graduate
0,18,6,6,6,6,Graduate
0,21,6,8,7,8,Enrolled
0,18,7,8,7,5,Enrolled
0,20,0,0,0,0,Graduate
0,18,4,5,5,4,Graduate
0,25,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,19,5,6,6,4,Enrolled
0,26,6,6,6,6,Graduate
0,21,4,5,5,5,Graduate
0,19,1,5,5,0,Dropout
0,19,7,8,8,7,Graduate
0,18,6,6,6,6,Graduate
0,32,7,10,10,8,Graduate
0,18,6,6,6,6,Graduate
0,20,5,7,7,6,Enrolled
0,20,5,5,5,4,Enrolled
1,39,5,5,5,4,Graduate
0,20,4,5,5,2,Enrolled
1,18,0,0,0,0,Dropout
1,18,6,6,6,6,Graduate
0,21,12,11,12,11,Graduate
0,18,6,7,7,6,Enrolled
0,18,2,5,5,3,Enrolled
0,21,9,12,14,8,Graduate
0,22,3,5,5,2,Dropout
0,21,6,6,6,3,Enrolled
0,20,3,6,6,2,Enrolled
0,21,0,0,0,0,Graduate
0,20,6,6,6,5,Graduate
0,19,7,8,8,7,Graduate
0,20,6,6,6,6,Graduate
0,19,5,5,5,5,Graduate
0,18,5,5,5,4,Graduate
0,18,2,6,6,1,Dropout
0,24,3,5,5,3,Dropout
1,21,6,6,6,6,Dropout
0,18,7,8,7,4,Graduate
0,20,4,5,5,5,Graduate
1,20,5,6,6,4,Dropout
1,18,5,6,6,4,Dropout
0,25,5,7,7,6,Graduate
0,19,5,6,6,6,Enrolled
1,35,0,7,7,0,Dropout
0,19,6,8,7,8,Graduate
0,18,6,6,6,6,Dropout
0,19,7,8,8,7,Graduate
0,19,5,7,7,5,Enrolled
0,18,6,6,6,6,Graduate
1,24,5,6,6,3,Dropout
0,25,11,10,14,8,Graduate
0,28,4,5,5,4,Enrolled
0,19,6,6,6,5,Graduate
0,19,0,5,5,0,Dropout
0,30,0,5,5,0,Dropout
0,19,0,7,7,0,Dropout
0,21,1,5,5,0,Dropout
0,19,0,0,0,0,Dropout
0,29,0,6,6,0,Dropout
0,18,4,6,6,4,Dropout
0,21,3,5,5,3,Enrolled
0,20,7,7,7,4,Dropout
1,24,7,10,10,9,Enrolled
0,18,0,6,6,0,Dropout
0,23,5,6,6,5,Enrolled
0,19,5,5,5,3,Graduate
0,35,0,6,6,0,Dropout
0,20,7,8,8,7,Graduate
0,33,0,5,6,0,Dropout
0,18,6,6,6,6,Graduate
0,20,6,6,6,3,Enrolled
0,19,4,6,6,3,Dropout
0,18,6,6,6,0,Dropout
0,28,0,5,5,0,Dropout
0,18,5,5,5,5,Graduate
1,25,6,6,6,6,Dropout
1,19,4,6,6,5,Dropout
0,18,5,6,6,4,Graduate
0,29,6,6,6,6,Graduate
0,18,0,0,0,0,Enrolled
0,20,6,6,6,6,Graduate
0,20,0,6,6,0,Dropout
0,18,6,6,6,6,Graduate
0,21,6,6,6,6,Graduate
0,18,5,6,6,2,Dropout
0,20,3,5,5,4,Graduate
0,23,9,11,13,7,Enrolled
0,26,0,5,1,0,Dropout
1,19,1,5,5,0,Dropout
1,24,5,8,7,5,Dropout
0,20,6,6,6,6,Graduate
1,26,0,5,5,0,Dropout
0,31,1,5,5,4,Dropout
0,27,8,8,8,8,Graduate
1,24,6,6,6,6,Graduate
0,23,4,6,6,4,Enrolled
0,20,7,8,7,8,Graduate
0,20,6,8,7,6,Graduate
0,24,7,8,8,7,Graduate
0,39,4,5,5,4,Enrolled
0,18,4,6,6,5,Graduate
0,20,0,6,6,0,Dropout
0,18,7,8,7,8,Graduate
